2,1,10,1.0,False,7105.652832120403
2,1,10,2.0,False,7105.81142231704
2,1,10,0.5,False,7105.545658461495
2,1,20,0.5,False,7105.395964991316
2,1,10,2.0,True,2598.9264976751356
2,1,20,1.0,False,7105.5352728930375
2,1,20,1.0,True,2495.638074821862
2,1,20,2.0,True,2598.9264976751356
2,1,10,0.5,True,2418.539176941986
2,1,10,1.0,True,2495.638074821862
2,1,20,2.0,False,7105.648707013806
2,10,10,0.5,False,7115.08273285036
2,10,10,1.0,False,7115.08273285036
2,10,10,0.5,True,2418.967476198541
2,1,20,0.5,True,2418.539176941986
2,1,50,0.5,False,7105.395964991316
2,10,10,1.0,True,2495.3921096706254
2,1,50,1.0,False,7105.5352728930375
2,10,10,2.0,False,7115.08273285036
2,10,10,2.0,True,2599.0357472353003
2,1,50,1.0,True,2495.638074821862
2,10,20,1.0,False,7115.08273285036
2,1,50,0.5,True,2418.539176941986
2,10,20,2.0,False,7115.08273285036
2,1,50,2.0,False,7105.648707013806
2,10,20,0.5,False,7115.08273285036
2,10,20,1.0,True,2495.3921096706254
2,1,50,2.0,True,2598.9264976751356
2,100,10,0.5,False,7115.08273285036
2,10,20,0.5,True,2418.967476198541
2,10,20,2.0,True,2599.0357472353003
2,100,10,1.0,False,7115.08273285036
2,100,10,0.5,True,7106.181094191294
2,100,10,1.0,True,7106.2102433267355
2,100,10,2.0,False,7115.08273285036
2,100,10,2.0,True,7106.250509699035
2,100,20,0.5,False,7115.08273285036
2,100,20,1.0,False,7115.08273285036
2,10,50,1.0,False,7115.08273285036
2,10,50,0.5,False,7115.08273285036
2,10,50,0.5,True,2418.967476198541
2,100,20,0.5,True,7106.177124018421
2,10,50,2.0,False,7115.08273285036
2,100,20,1.0,True,7106.199239776043
2,10,50,1.0,True,2495.3921096706254
2,100,20,2.0,False,7115.08273285036
2,1000,10,0.5,False,7115.08273285036
2,10,50,2.0,True,2599.0357472353003
2,100,20,2.0,True,7106.226618380797
2,1000,10,1.0,False,7115.08273285036
2,1000,10,1.0,True,7115.08273285036
2,1000,10,2.0,False,7115.08273285036
2,1000,10,0.5,True,7115.08273285036
2,1000,10,2.0,True,7115.08273285036
2,1000,20,0.5,False,7115.08273285036
2,100,50,0.5,True,7106.177595203651
2,1000,20,1.0,True,7115.08273285036
2,100,50,0.5,False,7115.08273285036
2,100,50,1.0,False,7115.08273285036
2,1000,20,1.0,False,7115.08273285036
2,100,50,1.0,True,7106.199239776043
2,1000,20,0.5,True,7115.08273285036
2,1000,20,2.0,False,7115.08273285036
2,100,50,2.0,True,7106.226618380797
2,100,50,2.0,False,7115.08273285036
2,1000,20,2.0,True,7115.08273285036
10,1,10,0.5,False,1329.1570311269063
2,1000,50,1.0,False,7115.08273285036
2,1000,50,0.5,False,7115.08273285036
2,1000,50,0.5,True,7115.08273285036
10,1,10,1.0,False,1345.2093709590301
2,1000,50,1.0,True,7115.08273285036
10,1,10,0.5,True,751.7918425025861
2,1000,50,2.0,False,7115.08273285036
10,1,10,2.0,False,1380.0291111693066
10,1,10,1.0,True,840.8382462540388
2,1000,50,2.0,True,7115.08273285036
10,1,10,2.0,True,1040.135408979965
10,1,20,0.5,False,1281.608312527649
10,1,20,1.0,False,1296.9497088182668
10,1,20,1.0,True,830.847784918631
10,10,10,1.0,False,5524.935902125965
10,1,20,0.5,True,738.6795039563317
10,10,10,0.5,False,5524.9219700715985
10,10,10,0.5,True,905.0350525366874
10,1,20,2.0,False,1333.7834504765515
10,10,10,1.0,True,1079.623755919761
10,1,20,2.0,True,1026.6375318981975
10,10,10,2.0,True,1456.9837673685813
10,10,10,2.0,False,5525.380032637189
10,10,20,0.5,False,5387.006086424021
10,10,20,1.0,True,1064.6242825750153
10,10,20,1.0,False,5387.080081707749
10,10,20,0.5,True,898.273460634564
10,1,50,0.5,False,892.1275239842098
10,10,20,2.0,False,5387.523218627566
10,10,20,2.0,True,1343.0634508272149
10,1,50,1.0,False,923.3427624193095
10,1,50,2.0,False,1084.0554869221808
10,100,10,0.5,True,3584.0946745785427
10,1,50,1.0,True,825.553372191598
10,100,10,0.5,False,5561.569529213398
10,100,10,1.0,False,5561.5695878995575
10,100,10,1.0,True,3598.9936426538166
10,1,50,2.0,True,1022.5558061060779
10,1,50,0.5,True,735.8641670524012
10,100,10,2.0,True,3633.5245080452937
10,100,10,2.0,False,5561.568512357103
10,10,50,0.5,False,5033.427175066826
10,10,50,1.0,False,5033.561138778512
10,10,50,0.5,True,893.6805597159428
10,10,50,1.0,True,1057.2873400029482
10,100,20,1.0,False,5499.689122605308
10,100,20,0.5,False,5499.678733457847
10,100,20,2.0,False,5499.683848497865
10,100,20,2.0,True,3004.0440782868973
10,10,50,2.0,False,5033.684987119418
10,100,20,1.0,True,2925.3127125436095
10,100,20,0.5,True,2887.8990927363097
10,1000,10,1.0,True,5543.568438059948
10,1000,10,0.5,True,5543.4893077078095
10,1000,10,1.0,False,5561.5695878995575
10,10,50,2.0,True,1308.9306463458468
10,1000,10,0.5,False,5561.569529213398
10,1000,10,2.0,False,5561.56961112063
10,1000,10,2.0,True,5543.26036576571
10,100,50,0.5,False,5169.836627238791
10,1000,20,0.5,False,5499.738219823386
10,1000,20,0.5,True,5433.44782087802
10,1000,20,1.0,True,5433.766382526404
10,100,50,0.5,True,2672.1429275187265
10,1000,20,2.0,False,5499.738219823386
10,1000,20,1.0,False,5499.729552697349
10,1000,20,2.0,True,5432.75158257446
10,100,50,1.0,False,5169.834388523886
10,100,50,1.0,True,2700.7912051643766
10,100,50,2.0,True,2773.858614076456
10,100,50,2.0,False,5169.8568901340805
100,1,10,0.5,False,739.5275892803035
100,1,10,0.5,True,193.53689781474645
100,1,10,1.0,False,788.5744123327582
100,1,10,2.0,False,860.2928790381715
100,1,10,1.0,True,250.4523163559501
100,1,10,2.0,True,395.5024443446094
10,1000,50,0.5,False,5170.143484334694
10,1000,50,0.5,True,5060.835219765307
10,1000,50,1.0,False,5170.143484334694
10,1000,50,1.0,True,5061.0085327362185
10,1000,50,2.0,False,5170.143484334694
100,1,20,0.5,False,671.8689008912689
10,1000,50,2.0,True,5059.710457134793
100,1,20,1.0,False,693.3237002991397
100,1,20,1.0,True,244.1702233740451
