kernel;c_value;precision_mean;precision_std;recall_mean;recall_std;f1_mean;f1_std;accuracy_mean;accuracy_std
linear;1.0;0.9874666666666667;0.010970110907977807;0.9858666666666668;0.01619392890355316;0.9866;0.011387273598188459;0.9904666666666667;0.007912226825194905
