kernel;c_value;gamma;degree;coef0;precision_mean;precision_std;recall_mean;recall_std;f1_mean;f1_std;accuracy_mean;accuracy_std;data_count
poly;1.0;0.1;5;100;0.9881733333333333;0.008642789452706197;0.9874533333333333;0.01082628195422514;0.9878;0.009222952734501964;0.9912799999999999;0.006382028338568051;15
poly;1.0;0.1;6;1;0.9874933333333333;0.009029354245749702;0.9868066666666667;0.011120474467438534;0.9871533333333333;0.009680161352452955;0.9908;0.00669210622407369;15
poly;1.0;0.1;6;10;0.9888600000000001;0.008285512312809286;0.9885533333333334;0.00922828467783901;0.9887066666666667;0.008602197947257985;0.9919066666666667;0.005947564527562845;15
poly;1.0;0.1;6;100;0.9885;0.0085260943997991;0.9879;0.01031780707598;0.9881933333333334;0.008996861886764955;0.99156;0.006195251637919401;15
poly;1.0;1;1;0;0.9876666666666666;0.009239176421758637;0.98608;0.013561984684087683;0.98684;0.009488097807253034;0.9906266666666668;0.006620796959653163;15
poly;1.0;1;1;1;0.9873466666666667;0.009594184746625475;0.98574;0.0140244072958539;0.9864866666666666;0.009815721112194515;0.99038;0.006822253502849558;15
poly;1.0;1;1;10;0.9873466666666667;0.009594184746625475;0.98574;0.0140244072958539;0.9864866666666666;0.009815721112194515;0.99038;0.006822253502849558;15
poly;1.0;1;1;100;0.98734;0.009601696278708856;0.9857266666666666;0.014041950753096282;0.9864733333333333;0.00982398425623061;0.9903733333333334;0.00682667736234283;15
poly;1.0;1;2;1;0.9882066666666667;0.008493313896965138;0.9877533333333334;0.01006513548746127;0.9879666666666667;0.00904612518995737;0.9914066666666667;0.00625053902437527;15
poly;1.0;1;2;10;0.98868;0.008202194828215194;0.9882266666666666;0.009734802563605536;0.9884466666666667;0.008719589330653048;0.9917400000000001;0.006021603962875197;15
poly;1.0;1;2;100;0.9887733333333333;0.008139714514708272;0.98836;0.009546113644530205;0.98856;0.008633390328916484;0.9918133333333333;0.005983174822147603;15
poly;1.0;1;3;1;0.9885066666666666;0.008433306982831028;0.9881333333333333;0.009623309993868802;0.9883133333333334;0.008842257845681933;0.9916466666666667;0.006101623515410431;15
poly;1.0;1;3;10;0.9889399999999999;0.008185160789065619;0.98868;0.009078640552732227;0.9888066666666667;0.008515655051279426;0.9920066666666667;0.005874091621770326;15
poly;1.0;1;3;100;0.9886133333333333;0.008388756647754054;0.98812;0.009876827136571457;0.9883666666666666;0.008860318171219256;0.9916866666666666;0.00611635590231713;15
poly;1.0;1;4;1;0.9886199999999999;0.008398656355121843;0.9882666666666666;0.00951379950137592;0.9884466666666667;0.008766320833301778;0.9917400000000001;0.006053192782089701;15
poly;1.0;1;4;10;0.9889466666666668;0.008291808924359947;0.9888399999999999;0.00876085449191867;0.9888866666666666;0.008426816605055442;0.9920533333333333;0.005821372772154439;15
poly;1.0;1;4;100;0.9887133333333333;0.00831503514868155;0.9882799999999999;0.009650551427620235;0.9885066666666666;0.00874123778965189;0.9917866666666666;0.006020425550534091;15
poly;1.0;1;5;1;0.9887266666666666;0.008342872635341137;0.98846;0.0092456785272132;0.9885933333333333;0.008641714997339253;0.9918266666666666;0.005982410726056692;15
poly;1.0;1;5;10;0.9892666666666667;0.008043246205594452;0.9890266666666666;0.008794435470119478;0.98914;0.008277836156180645;0.9922400000000001;0.005705235690636636;15
poly;1.0;1;5;100;0.9886666666666667;0.008352986349347226;0.9882066666666667;0.009695246748990425;0.9884333333333333;0.00881416608701719;0.99172;0.00609850098677653;15
poly;1.0;1;6;1;0.98888;0.008249606051200259;0.9886466666666667;0.00903918980777328;0.98876;0.008517695865499254;0.9919533333333334;0.0058916244020845495;15
poly;1.0;1;6;10;0.9893133333333334;0.007997755637558274;0.9890333333333333;0.008856367093523072;0.98918;0.008239036004637589;0.9922533333333334;0.005692710459961258;15
poly;1.0;1;6;100;0.9888533333333334;0.008243427396301564;0.9884333333333333;0.009526854275202943;0.9886533333333334;0.008656283157062163;0.9918933333333334;0.005978469305607852;15
poly;1.0;10;1;0;0.9883533333333333;0.008016488959519315;0.9871666666666667;0.011997658501716453;0.9877400000000001;0.008641577236989611;0.9912733333333333;0.006080233391510423;15
poly;1.0;10;1;1;0.9880333333333333;0.008449908424412214;0.98684;0.01240033409688164;0.98742;0.008992711334345;0.9910333333333334;0.006288954792408081;15
poly;1.0;10;1;10;0.98804;0.00844966609653052;0.9868533333333332;0.012404311846327966;0.9874266666666666;0.008986932312026841;0.9910333333333334;0.006288954792408081;15
poly;1.0;10;1;100;0.98806;0.008426556659920906;0.98686;0.012377618049181707;0.98744;0.008974551321852882;0.9910533333333333;0.006272145527952106;15
poly;1.0;10;2;1;0.98882;0.008230275121247688;0.9886666666666667;0.008945203556469057;0.98874;0.008488799342999823;0.9919333333333333;0.005890145119078948;15
poly;1.0;10;2;10;0.9888733333333334;0.008248936439381288;0.9886533333333334;0.00903571221532067;0.9887533333333334;0.008529601118346346;0.9919666666666667;0.005887961891698618;15
poly;1.0;10;2;100;0.98892;0.008213421072506007;0.9887;0.00901926509518059;0.9887933333333334;0.008508606287305862;0.9919866666666667;0.005877787079537749;15
poly;1.0;10;3;1;0.9889933333333333;0.008166435370874296;0.98872;0.009050193368099936;0.9888666666666667;0.008452190474044212;0.9920466666666666;0.005832527835542758;15
poly;1.0;10;3;10;0.9890533333333333;0.008244553757885664;0.9889066666666667;0.008747119253679774;0.9889733333333334;0.008393829933491682;0.9921;0.005794578747169024;15
poly;1.0;10;3;100;0.9890399999999999;0.008217298826256719;0.9887466666666666;0.009110423125399251;0.9889;0.008468175718535842;0.9920533333333333;0.005851723392870411;15
poly;1.0;10;4;1;0.98928;0.00798732925147252;0.9888933333333333;0.009116818576256795;0.9890733333333334;0.008340132464404251;0.99218;0.005760481130699317;15
poly;1.0;10;4;10;0.98938;0.007961622232398916;0.98906;0.008949445314016476;0.9892066666666667;0.008239752654632539;0.9922799999999999;0.005681448507454517;15
poly;1.0;10;4;100;0.98916;0.008115047750937767;0.98892;0.008878803008128005;0.9890399999999999;0.008340246656167566;0.9921533333333332;0.005761307721921017;15
poly;1.0;10;5;1;0.9894933333333333;0.007847790104469513;0.9890866666666667;0.009059790810157243;0.9892733333333333;0.008188098215150603;0.9923333333333333;0.005644171034498041;15
poly;1.0;10;5;10;0.9893466666666666;0.008017736291378974;0.9889733333333334;0.009102155683970587;0.9891533333333334;0.008271713129409058;0.9922266666666667;0.005717575243638403;15
poly;1.0;10;5;100;0.9890933333333333;0.008266063726091732;0.9889;0.008884416533619812;0.9889866666666667;0.008379981816095743;0.9921133333333334;0.005789876222050584;15
poly;1.0;10;6;1;0.9892933333333332;0.008131110156734574;0.9890733333333334;0.00887488162228228;0.98918;0.008264139398630688;0.9922533333333334;0.005707747449947386;15
poly;1.0;10;6;10;0.98908;0.008227410632409555;0.9889533333333334;0.008670464369395227;0.9890066666666667;0.008345868667162444;0.9921399999999999;0.005754352390023696;15
poly;1.0;10;6;100;0.9892133333333334;0.008197026173877832;0.9890733333333334;0.008699217260902314;0.9891333333333333;0.008281879243838552;0.99222;0.005719540441079399;15
poly;1.0;scale;1;0;0.9878166666666667;0.008092827106438917;0.9866966666666667;0.011952390709735063;0.9872266666666667;0.00886278283273544;0.9909133333333333;0.006216592554487215;30
poly;1.0;scale;1;1;0.9877533333333334;0.008360952326710401;0.9866466666666667;0.012196888752386613;0.9871733333333333;0.00909438340536672;0.9908733333333333;0.0063780277590520336;15
poly;1.0;scale;1;10;0.9877533333333334;0.008360952326710401;0.9866466666666667;0.012196888752386613;0.9871733333333333;0.00909438340536672;0.9908733333333333;0.0063780277590520336;15
poly;1.0;scale;1;100;0.9877533333333334;0.008360952326710401;0.9866466666666667;0.012196888752386613;0.9871733333333333;0.00909438340536672;0.9908733333333333;0.0063780277590520336;15
poly;1.0;scale;2;0;0.9886533333333334;0.007649170512141148;0.98802;0.010217296259634582;0.9883266666666667;0.008482037041946493;0.9916733333333333;0.005918550337307119;15
poly;1.0;scale;2;1;0.98866;0.008157538144037607;0.9883799999999999;0.009310071351575591;0.9885133333333334;0.008567952469745017;0.99178;0.005940442503960227;15
poly;1.0;scale;2;10;0.9888533333333334;0.008146591457840056;0.9885266666666667;0.009233283479322176;0.9886933333333334;0.008501803730189661;0.9919133333333333;0.0058811887363339165;15
poly;1.0;scale;2;100;0.9888333333333333;0.008154811609163792;0.9884733333333333;0.009305410612469863;0.9886533333333334;0.00853805486937049;0.9918933333333333;0.005897271362571809;15
poly;1.0;scale;3;0;0.9885733333333333;0.008322728490333543;0.9877333333333334;0.010770042224792315;0.98814;0.008970730182097772;0.9915266666666667;0.006184943314980645;15
poly;1.0;scale;3;1;0.98892;0.008155559015612778;0.9886733333333333;0.00901732195488745;0.9887866666666666;0.008445951411066455;0.9919733333333334;0.005835417314819504;15
poly;1.0;scale;3;10;0.9890066666666667;0.008190976452053538;0.9888399999999999;0.00877795941142195;0.9889266666666666;0.008359722027732294;0.9921000000000001;0.005758720095894318;15
poly;1.0;scale;3;100;0.9889666666666667;0.008117764177290146;0.98858;0.009270398357907052;0.98878;0.008471059977526854;0.99198;0.0058476124554018944;15
poly;1.0;scale;4;0;0.9878;0.009299615967493352;0.98648;0.012665205429499688;0.9871199999999999;0.009755452687746344;0.9908133333333333;0.006715320082432679;15
poly;1.0;scale;4;1;0.98902;0.00808236174818793;0.9886866666666666;0.0090971633464713;0.9888399999999999;0.008421723610486685;0.9920133333333333;0.00582247697249531;15
poly;1.0;scale;4;10;0.9893266666666667;0.007865790911705372;0.989;0.008879510926042852;0.98916;0.008191528725283385;0.9922533333333334;0.005659740865681641;15
poly;1.0;scale;4;100;0.9888666666666667;0.008244709703515216;0.9886066666666667;0.009133178657014898;0.9887333333333334;0.008510553672324969;0.9919466666666666;0.005874140261308362;15
poly;1.0;scale;5;0;0.9861066666666667;0.011984601231024182;0.9836866666666667;0.017380525500302526;0.9848066666666667;0.01160926149162607;0.98916;0.007954854762075423;15
poly;1.0;scale;5;1;0.9891866666666667;0.00796787000276438;0.9887666666666667;0.009215334011981378;0.9889533333333334;0.008354799020124107;0.9921133333333334;0.005762795287341864;15
poly;1.0;scale;5;10;0.9893466666666666;0.007860922034856683;0.98898;0.008956179032218086;0.9891666666666666;0.008198577112320572;0.99224;0.005674353330053195;15
poly;1.0;scale;5;100;0.9890333333333333;0.008080546893325857;0.9887133333333333;0.009033340361972316;0.9888733333333334;0.008433561073529527;0.9920399999999999;0.005832887057758916;15
poly;1.0;scale;6;0;0.9834600000000001;0.01739288853033247;0.9790333333333333;0.025738649833239022;0.9809666666666668;0.014598711619604689;0.98646;0.009933334931287828;15
poly;1.0;scale;6;1;0.9896333333333334;0.0076346640553527426;0.9891866666666667;0.008878856640249073;0.9894133333333334;0.008044595938238534;0.9924133333333334;0.005558245697888434;15
poly;1.0;scale;6;10;0.98948;0.007782691418415975;0.9891266666666667;0.008757728559610042;0.9893066666666667;0.008123991512504054;0.9923666666666667;0.005597916278997623;15
poly;1.0;scale;6;100;0.9890333333333333;0.0081922146549258;0.9888600000000001;0.008711634257047955;0.9889466666666666;0.00837947037762673;0.9920866666666667;0.005789876222050596;15
