kernel;c_value;gamma;degree;coef0;iteration;class;precision;recall;f1;accuracy
poly;1.00;0.1;1;0;4;2;0.9826;0.9599;0.9711;0.9823
poly;0.10;1;1;0;4;0;0.9712;0.9868;0.9789;0.9820
poly;0.10;1;1;0;4;1;0.9988;1.0000;0.9994;0.9997
poly;0.10;1;1;0;4;2;0.9826;0.9599;0.9711;0.9823
poly;0.10;0.1;1;0;2;0;0.9761;0.7815;0.8680;0.8993
poly;0.10;0.1;1;0;2;1;0.8006;1.0000;0.8892;0.9336
poly;0.10;0.1;1;0;2;2;0.9203;0.9738;0.9463;0.9658
poly;1.00;0.1;1;0;5;0;0.9708;0.9867;0.9787;0.9818
poly;1.00;0.1;1;0;5;1;0.9984;0.9996;0.9990;0.9995
poly;1.00;0.1;1;0;5;2;0.9828;0.9598;0.9711;0.9823
poly;0.10;1;1;0;5;0;0.9708;0.9867;0.9787;0.9818
poly;0.10;1;1;0;5;1;0.9984;0.9996;0.9990;0.9995
poly;0.10;1;1;0;5;2;0.9828;0.9598;0.9711;0.9823
poly;0.10;0.1;1;0;3;0;0.9734;0.7923;0.8735;0.9028
poly;0.10;0.1;1;0;3;1;0.8062;1.0000;0.8927;0.9359
poly;0.10;0.1;1;0;3;2;0.9265;0.9703;0.9479;0.9670
poly;0.10;0.1;1;0;4;0;0.9749;0.7735;0.8626;0.8956
poly;0.10;0.1;1;0;4;1;0.8066;1.0000;0.8929;0.9360
poly;0.10;0.1;1;0;4;2;0.9041;0.9728;0.9372;0.9596
poly;0.10;0.1;1;0;5;0;0.9758;0.7733;0.8629;0.8959
poly;0.10;0.1;1;0;5;1;0.8111;1.0000;0.8957;0.9379
poly;0.10;0.1;1;0;5;2;0.8990;0.9736;0.9348;0.9579
poly;0.10;10;1;1;1;0;0.9779;0.9897;0.9838;0.9862
poly;0.10;10;1;1;1;1;0.9988;0.9998;0.9993;0.9996
poly;0.10;10;1;1;1;2;0.9868;0.9696;0.9781;0.9866
poly;0.10;10;1;10;1;0;0.9779;0.9897;0.9838;0.9862
poly;0.10;10;1;10;1;1;0.9988;0.9998;0.9993;0.9996
poly;0.10;10;1;10;1;2;0.9868;0.9696;0.9781;0.9866
poly;0.10;1;1;1;1;0;0.9709;0.9860;0.9784;0.9816
poly;0.10;1;1;1;1;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;1;1;2;0.9817;0.9596;0.9705;0.9820
poly;0.10;1;1;10;1;0;0.9709;0.9860;0.9784;0.9816
poly;0.10;1;1;10;1;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;10;1;2;0.9817;0.9596;0.9705;0.9820
poly;0.10;1;1;100;1;0;0.9709;0.9860;0.9784;0.9816
poly;0.10;1;1;100;1;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;100;1;2;0.9817;0.9596;0.9705;0.9820
poly;0.10;10;1;1;2;0;0.9773;0.9904;0.9838;0.9862
poly;0.10;10;1;1;2;1;0.9992;1.0000;0.9996;0.9998
poly;0.10;10;1;1;2;2;0.9873;0.9686;0.9779;0.9864
poly;0.10;10;1;10;2;0;0.9773;0.9904;0.9838;0.9862
poly;0.10;10;1;10;2;1;0.9992;1.0000;0.9996;0.9998
poly;0.10;10;1;10;2;2;0.9873;0.9686;0.9779;0.9864
poly;0.10;10;1;1;3;0;0.9728;0.9915;0.9820;0.9846
poly;0.10;10;1;1;3;1;0.9994;0.9996;0.9995;0.9997
poly;0.10;10;1;1;3;2;0.9886;0.9624;0.9753;0.9849
poly;0.10;10;1;10;3;0;0.9728;0.9915;0.9820;0.9846
poly;0.10;10;1;10;3;1;0.9994;0.9996;0.9995;0.9997
poly;0.10;10;1;10;3;2;0.9886;0.9624;0.9753;0.9849
poly;0.10;10;1;1;4;0;0.9797;0.9876;0.9836;0.9861
poly;0.10;10;1;1;4;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;10;1;1;4;2;0.9840;0.9721;0.9780;0.9865
poly;0.10;1;1;10;2;0;0.9719;0.9862;0.9790;0.9821
poly;0.10;1;1;10;2;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;10;2;2;0.9819;0.9610;0.9713;0.9824
poly;0.10;1;1;100;2;0;0.9719;0.9862;0.9790;0.9821
poly;0.10;1;1;100;2;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;100;2;2;0.9819;0.9610;0.9713;0.9824
poly;0.10;10;1;10;4;0;0.9797;0.9876;0.9836;0.9861
poly;0.10;10;1;10;4;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;10;1;10;4;2;0.9840;0.9721;0.9780;0.9865
poly;0.10;1;1;1;2;0;0.9719;0.9862;0.9790;0.9821
poly;0.10;1;1;1;2;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;1;1;1;2;2;0.9819;0.9610;0.9713;0.9824
poly;0.10;10;1;1;5;0;0.9755;0.9890;0.9822;0.9848
poly;0.10;10;1;1;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;10;1;1;5;2;0.9858;0.9662;0.9759;0.9852
poly;0.10;10;1;10;5;0;0.9754;0.9890;0.9821;0.9847
poly;0.10;10;1;10;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;10;1;10;5;2;0.9858;0.9660;0.9758;0.9852
poly;0.10;0.1;1;10;1;0;0.9742;0.7606;0.8542;0.8900
poly;0.10;0.1;1;10;1;1;0.8029;1.0000;0.8907;0.9345
poly;0.10;0.1;1;10;1;2;0.8932;0.9722;0.9311;0.9554
poly;0.10;10;1;100;1;0;0.9779;0.9897;0.9838;0.9862
poly;0.10;10;1;100;1;1;0.9988;0.9998;0.9993;0.9996
poly;0.10;10;1;100;1;2;0.9868;0.9696;0.9781;0.9866
poly;0.10;1;1;10;3;0;0.9669;0.9863;0.9765;0.9799
poly;0.10;1;1;10;3;1;0.9988;0.9996;0.9992;0.9996
poly;0.10;1;1;10;3;2;0.9818;0.9542;0.9678;0.9803
poly;0.10;1;1;100;3;0;0.9669;0.9863;0.9765;0.9799
poly;0.10;1;1;100;3;1;0.9988;0.9996;0.9992;0.9996
poly;0.10;1;1;100;3;2;0.9818;0.9542;0.9678;0.9803
poly;0.10;10;1;100;2;0;0.9773;0.9904;0.9838;0.9862
poly;0.10;10;1;100;2;1;0.9992;1.0000;0.9996;0.9998
poly;0.10;10;1;100;2;2;0.9873;0.9686;0.9779;0.9864
poly;0.10;1;1;1;3;0;0.9669;0.9863;0.9765;0.9799
poly;0.10;1;1;1;3;1;0.9988;0.9996;0.9992;0.9996
poly;0.10;1;1;1;3;2;0.9818;0.9542;0.9678;0.9803
poly;0.10;0.1;1;100;1;0;0.9742;0.7601;0.8539;0.8898
poly;0.10;0.1;1;100;1;1;0.8024;1.0000;0.8904;0.9343
poly;0.10;0.1;1;100;1;2;0.8932;0.9722;0.9311;0.9554
poly;0.10;10;1;100;3;0;0.9728;0.9915;0.9820;0.9846
poly;0.10;10;1;100;3;1;0.9994;0.9996;0.9995;0.9997
poly;0.10;10;1;100;3;2;0.9886;0.9624;0.9753;0.9849
poly;0.10;1;1;10;4;0;0.9727;0.9852;0.9789;0.9820
poly;0.10;1;1;10;4;1;0.9982;1.0000;0.9991;0.9995
poly;0.10;1;1;10;4;2;0.9809;0.9622;0.9715;0.9825
poly;0.10;10;1;100;4;0;0.9797;0.9876;0.9836;0.9861
poly;0.10;10;1;100;4;1;0.9986;1.0000;0.9993;0.9996
poly;0.10;10;1;100;4;2;0.9840;0.9721;0.9780;0.9865
poly;0.10;1;1;100;4;0;0.9727;0.9852;0.9789;0.9820
poly;0.10;1;1;100;4;1;0.9982;1.0000;0.9991;0.9995
poly;0.10;1;1;100;4;2;0.9809;0.9622;0.9715;0.9825
poly;1.00;0.1;1;1;1;0;0.9709;0.9860;0.9784;0.9816
poly;1.00;0.1;1;1;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;1;1;2;0.9817;0.9596;0.9705;0.9820
poly;0.10;10;1;100;5;0;0.9755;0.9890;0.9822;0.9848
poly;0.10;10;1;100;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;10;1;100;5;2;0.9858;0.9662;0.9759;0.9852
poly;0.10;0.1;1;1;1;0;0.9742;0.7606;0.8542;0.8900
poly;0.10;0.1;1;1;1;1;0.8029;1.0000;0.8907;0.9345
poly;0.10;0.1;1;1;1;2;0.8932;0.9722;0.9311;0.9554
poly;0.10;1;1;1;4;0;0.9727;0.9852;0.9789;0.9820
poly;0.10;1;1;1;4;1;0.9982;1.0000;0.9991;0.9995
poly;0.10;1;1;1;4;2;0.9809;0.9622;0.9715;0.9825
poly;0.10;1;1;10;5;0;0.9688;0.9860;0.9774;0.9807
poly;0.10;1;1;10;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;1;1;10;5;2;0.9817;0.9568;0.9691;0.9811
poly;0.10;0.1;1;10;2;0;0.9766;0.7679;0.8598;0.8939
poly;0.10;0.1;1;10;2;1;0.8025;1.0000;0.8904;0.9344
poly;0.10;0.1;1;10;2;2;0.9024;0.9749;0.9372;0.9596
poly;0.10;1;1;100;5;0;0.9688;0.9860;0.9774;0.9807
poly;0.10;1;1;100;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;1;1;100;5;2;0.9817;0.9568;0.9691;0.9811
poly;1.00;0.1;1;10;1;0;0.9709;0.9860;0.9784;0.9816
poly;1.00;0.1;1;10;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;10;1;2;0.9817;0.9596;0.9705;0.9820
poly;1.00;0.1;1;1;2;0;0.9719;0.9862;0.9790;0.9821
poly;1.00;0.1;1;1;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;1;2;2;0.9819;0.9610;0.9713;0.9824
poly;1.00;1;1;1;1;0;0.9779;0.9897;0.9838;0.9862
poly;1.00;1;1;1;1;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;1;1;1;1;2;0.9868;0.9696;0.9781;0.9866
poly;1.00;0.1;1;100;1;0;0.9709;0.9860;0.9784;0.9816
poly;1.00;0.1;1;100;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;100;1;2;0.9817;0.9596;0.9705;0.9820
poly;1.00;1;1;1;2;0;0.9773;0.9904;0.9838;0.9862
poly;1.00;1;1;1;2;1;0.9992;1.0000;0.9996;0.9998
poly;1.00;1;1;1;2;2;0.9873;0.9686;0.9779;0.9864
poly;1.00;0.1;1;10;2;0;0.9719;0.9862;0.9790;0.9821
poly;1.00;0.1;1;10;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;10;2;2;0.9819;0.9610;0.9713;0.9824
poly;0.10;1;1;1;5;0;0.9688;0.9859;0.9773;0.9806
poly;0.10;1;1;1;5;1;0.9986;0.9998;0.9992;0.9996
poly;0.10;1;1;1;5;2;0.9815;0.9568;0.9690;0.9810
poly;1.00;1;1;1;3;0;0.9728;0.9915;0.9820;0.9846
poly;1.00;1;1;1;3;1;0.9994;0.9996;0.9995;0.9997
poly;1.00;1;1;1;3;2;0.9886;0.9624;0.9753;0.9849
poly;1.00;1;1;10;1;0;0.9779;0.9897;0.9838;0.9862
poly;1.00;1;1;10;1;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;1;1;10;1;2;0.9868;0.9696;0.9781;0.9866
poly;1.00;1;1;1;4;0;0.9797;0.9876;0.9836;0.9861
poly;1.00;1;1;1;4;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;1;1;1;4;2;0.9840;0.9721;0.9780;0.9865
poly;1.00;1;1;1;5;0;0.9754;0.9890;0.9821;0.9847
poly;1.00;1;1;1;5;1;0.9986;0.9998;0.9992;0.9996
poly;1.00;1;1;1;5;2;0.9858;0.9660;0.9758;0.9852
poly;1.00;0.1;1;1;3;0;0.9669;0.9863;0.9765;0.9799
poly;1.00;0.1;1;1;3;1;0.9988;0.9996;0.9992;0.9996
poly;1.00;0.1;1;1;3;2;0.9818;0.9542;0.9678;0.9803
poly;0.10;0.1;1;100;2;0;0.9766;0.7674;0.8595;0.8937
poly;0.10;0.1;1;100;2;1;0.8019;1.0000;0.8900;0.9341
poly;0.10;0.1;1;100;2;2;0.9025;0.9749;0.9373;0.9596
poly;1.00;0.1;1;10;3;0;0.9669;0.9863;0.9765;0.9799
poly;1.00;0.1;1;10;3;1;0.9988;0.9996;0.9992;0.9996
poly;1.00;0.1;1;10;3;2;0.9818;0.9542;0.9678;0.9803
poly;1.00;1;1;10;2;0;0.9773;0.9904;0.9838;0.9862
poly;1.00;1;1;10;2;1;0.9992;1.0000;0.9996;0.9998
poly;1.00;1;1;10;2;2;0.9873;0.9686;0.9779;0.9864
poly;0.10;0.1;1;1;2;0;0.9766;0.7680;0.8599;0.8940
poly;0.10;0.1;1;1;2;1;0.8025;1.0000;0.8904;0.9344
poly;0.10;0.1;1;1;2;2;0.9025;0.9749;0.9373;0.9596
poly;1.00;0.1;1;100;2;0;0.9720;0.9860;0.9790;0.9821
poly;1.00;0.1;1;100;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;0.1;1;100;2;2;0.9818;0.9612;0.9713;0.9824
poly;1.00;1;1;100;1;0;0.9779;0.9897;0.9838;0.9862
poly;1.00;1;1;100;1;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;1;1;100;1;2;0.9868;0.9696;0.9781;0.9866
poly;0.10;0.1;1;10;3;0;0.9697;0.7764;0.8624;0.8950
poly;0.10;0.1;1;10;3;1;0.7974;1.0000;0.8873;0.9322
poly;0.10;0.1;1;10;3;2;0.9175;0.9669;0.9416;0.9628
poly;1.00;1;1;10;3;0;0.9728;0.9915;0.9820;0.9846
poly;1.00;1;1;10;3;1;0.9994;0.9996;0.9995;0.9997
poly;1.00;1;1;10;3;2;0.9886;0.9624;0.9753;0.9849
poly;1.00;1;1;100;2;0;0.9772;0.9904;0.9837;0.9861
poly;1.00;1;1;100;2;1;0.9992;1.0000;0.9996;0.9998
poly;1.00;1;1;100;2;2;0.9873;0.9684;0.9778;0.9864
poly;1.00;0.1;1;10;4;0;0.9727;0.9852;0.9789;0.9820
poly;1.00;0.1;1;10;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;0.1;1;10;4;2;0.9809;0.9622;0.9715;0.9825
poly;1.00;1;1;100;3;0;0.9728;0.9915;0.9820;0.9846
poly;1.00;1;1;100;3;1;0.9994;0.9996;0.9995;0.9997
poly;1.00;1;1;100;3;2;0.9886;0.9624;0.9753;0.9849
poly;1.00;1;1;10;4;0;0.9797;0.9876;0.9836;0.9861
poly;1.00;1;1;10;4;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;1;1;10;4;2;0.9840;0.9721;0.9780;0.9865
poly;1.00;0.1;1;1;4;0;0.9727;0.9852;0.9789;0.9820
poly;1.00;0.1;1;1;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;0.1;1;1;4;2;0.9809;0.9622;0.9715;0.9825
poly;1.00;0.1;1;100;3;0;0.9669;0.9863;0.9765;0.9799
poly;1.00;0.1;1;100;3;1;0.9988;0.9996;0.9992;0.9996
poly;1.00;0.1;1;100;3;2;0.9818;0.9542;0.9678;0.9803
poly;1.00;1;1;100;4;0;0.9797;0.9876;0.9836;0.9861
poly;1.00;1;1;100;4;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;1;1;100;4;2;0.9840;0.9721;0.9780;0.9865
poly;1.00;1;1;10;5;0;0.9754;0.9890;0.9821;0.9847
poly;1.00;1;1;10;5;1;0.9986;0.9998;0.9992;0.9996
poly;1.00;1;1;10;5;2;0.9858;0.9660;0.9758;0.9852
poly;1.00;1;1;100;5;0;0.9754;0.9890;0.9821;0.9847
poly;1.00;1;1;100;5;1;0.9986;0.9998;0.9992;0.9996
poly;1.00;1;1;100;5;2;0.9858;0.9660;0.9758;0.9852
poly;1.00;0.1;1;10;5;0;0.9688;0.9859;0.9773;0.9806
poly;1.00;0.1;1;10;5;1;0.9984;0.9998;0.9991;0.9995
poly;1.00;0.1;1;10;5;2;0.9817;0.9568;0.9691;0.9811
poly;1.00;10;1;1;1;0;0.9802;0.9899;0.9850;0.9872
poly;1.00;10;1;1;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;1;1;2;0.9871;0.9726;0.9798;0.9876
poly;1.00;10;1;10;1;0;0.9802;0.9899;0.9850;0.9872
poly;1.00;10;1;10;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;10;1;2;0.9871;0.9726;0.9798;0.9876
poly;1.00;10;1;100;1;0;0.9802;0.9900;0.9850;0.9873
poly;1.00;10;1;100;1;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;100;1;2;0.9873;0.9726;0.9799;0.9876
poly;1.00;10;1;1;2;0;0.9802;0.9902;0.9852;0.9874
poly;1.00;10;1;1;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;1;2;2;0.9877;0.9726;0.9801;0.9878
poly;1.00;10;1;10;2;0;0.9802;0.9904;0.9852;0.9874
poly;1.00;10;1;10;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;10;2;2;0.9878;0.9726;0.9802;0.9878
poly;1.00;0.1;1;1;5;0;0.9688;0.9860;0.9774;0.9807
poly;1.00;0.1;1;1;5;1;0.9986;0.9998;0.9992;0.9996
poly;1.00;0.1;1;1;5;2;0.9817;0.9568;0.9691;0.9811
poly;1.00;10;1;100;2;0;0.9802;0.9902;0.9852;0.9874
poly;1.00;10;1;100;2;1;0.9986;1.0000;0.9993;0.9996
poly;1.00;10;1;100;2;2;0.9877;0.9726;0.9801;0.9878
poly;1.00;10;1;1;3;0;0.9750;0.9907;0.9828;0.9853
poly;1.00;10;1;1;3;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;10;1;1;3;2;0.9881;0.9655;0.9767;0.9857
poly;1.00;10;1;10;3;0;0.9750;0.9907;0.9828;0.9853
poly;1.00;10;1;10;3;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;10;1;10;3;2;0.9881;0.9655;0.9767;0.9857
poly;1.00;10;1;100;3;0;0.9752;0.9907;0.9829;0.9854
poly;1.00;10;1;100;3;1;0.9988;0.9998;0.9993;0.9996
poly;1.00;10;1;100;3;2;0.9881;0.9657;0.9768;0.9858
poly;1.00;10;1;1;4;0;0.9822;0.9859;0.9841;0.9865
poly;1.00;10;1;1;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;10;1;1;4;2;0.9822;0.9755;0.9789;0.9869
poly;1.00;0.1;1;100;4;0;0.9727;0.9852;0.9789;0.9820
poly;1.00;0.1;1;100;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;0.1;1;100;4;2;0.9809;0.9622;0.9715;0.9825
poly;10.00;0.1;1;1;1;0;0.9779;0.9897;0.9838;0.9862
poly;10.00;0.1;1;1;1;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;0.1;1;1;1;2;0.9868;0.9696;0.9781;0.9866
poly;1.00;10;1;10;4;0;0.9822;0.9859;0.9841;0.9865
poly;1.00;10;1;10;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;10;1;10;4;2;0.9822;0.9755;0.9789;0.9869
poly;1.00;10;1;100;4;0;0.9822;0.9859;0.9841;0.9865
poly;1.00;10;1;100;4;1;0.9982;1.0000;0.9991;0.9995
poly;1.00;10;1;100;4;2;0.9822;0.9755;0.9789;0.9869
poly;0.10;0.1;1;1;3;0;0.9699;0.7756;0.8620;0.8948
poly;0.10;0.1;1;1;3;1;0.7974;1.0000;0.8873;0.9322
poly;0.10;0.1;1;1;3;2;0.9167;0.9670;0.9412;0.9626
poly;1.00;10;1;1;5;0;0.9788;0.9892;0.9840;0.9864
poly;1.00;10;1;1;5;1;0.9984;1.0000;0.9992;0.9996
poly;1.00;10;1;1;5;2;0.9864;0.9707;0.9785;0.9868
poly;1.00;10;1;10;5;0;0.9788;0.9892;0.9840;0.9864
poly;1.00;10;1;10;5;1;0.9984;1.0000;0.9992;0.9996
poly;1.00;10;1;10;5;2;0.9864;0.9707;0.9785;0.9868
poly;1.00;10;1;100;5;0;0.9788;0.9892;0.9840;0.9864
poly;1.00;10;1;100;5;1;0.9984;1.0000;0.9992;0.9996
poly;1.00;10;1;100;5;2;0.9864;0.9707;0.9785;0.9868
poly;10.00;0.1;1;1;2;0;0.9773;0.9904;0.9838;0.9862
poly;10.00;0.1;1;1;2;1;0.9992;1.0000;0.9996;0.9998
poly;10.00;0.1;1;1;2;2;0.9873;0.9686;0.9779;0.9864
poly;10.00;1;1;1;1;0;0.9802;0.9899;0.9850;0.9872
poly;10.00;1;1;1;1;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;1;1;2;0.9871;0.9726;0.9798;0.9876
poly;0.10;0.1;1;100;3;0;0.9699;0.7756;0.8620;0.8948
poly;0.10;0.1;1;100;3;1;0.7974;1.0000;0.8873;0.9322
poly;0.10;0.1;1;100;3;2;0.9167;0.9670;0.9412;0.9626
poly;10.00;0.1;1;10;1;0;0.9779;0.9897;0.9838;0.9862
poly;10.00;0.1;1;10;1;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;0.1;1;10;1;2;0.9868;0.9696;0.9781;0.9866
poly;10.00;1;1;1;2;0;0.9802;0.9902;0.9852;0.9874
poly;10.00;1;1;1;2;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;1;2;2;0.9877;0.9726;0.9801;0.9878
poly;10.00;0.1;1;1;3;0;0.9728;0.9915;0.9820;0.9846
poly;10.00;0.1;1;1;3;1;0.9994;0.9996;0.9995;0.9997
poly;10.00;0.1;1;1;3;2;0.9886;0.9624;0.9753;0.9849
poly;10.00;0.1;1;100;1;0;0.9779;0.9897;0.9838;0.9862
poly;10.00;0.1;1;100;1;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;0.1;1;100;1;2;0.9868;0.9696;0.9781;0.9866
poly;10.00;1;1;1;3;0;0.9752;0.9907;0.9829;0.9854
poly;10.00;1;1;1;3;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;1;1;1;3;2;0.9881;0.9657;0.9768;0.9858
poly;10.00;1;1;1;4;0;0.9822;0.9859;0.9841;0.9865
poly;10.00;1;1;1;4;1;0.9982;1.0000;0.9991;0.9995
poly;10.00;1;1;1;4;2;0.9822;0.9755;0.9789;0.9869
poly;1.00;0.1;1;100;5;0;0.9688;0.9858;0.9772;0.9806
poly;1.00;0.1;1;100;5;1;0.9984;0.9998;0.9991;0.9995
poly;1.00;0.1;1;100;5;2;0.9815;0.9568;0.9690;0.9810
poly;10.00;0.1;1;1;4;0;0.9797;0.9876;0.9836;0.9861
poly;10.00;0.1;1;1;4;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;0.1;1;1;4;2;0.9840;0.9721;0.9780;0.9865
poly;10.00;0.1;1;10;2;0;0.9773;0.9904;0.9838;0.9862
poly;10.00;0.1;1;10;2;1;0.9992;1.0000;0.9996;0.9998
poly;10.00;0.1;1;10;2;2;0.9873;0.9686;0.9779;0.9864
poly;10.00;1;1;1;5;0;0.9788;0.9892;0.9840;0.9864
poly;10.00;1;1;1;5;1;0.9984;1.0000;0.9992;0.9996
poly;10.00;1;1;1;5;2;0.9864;0.9707;0.9785;0.9868
poly;10.00;0.1;1;100;2;0;0.9773;0.9904;0.9838;0.9862
poly;10.00;0.1;1;100;2;1;0.9992;1.0000;0.9996;0.9998
poly;10.00;0.1;1;100;2;2;0.9873;0.9686;0.9779;0.9864
poly;10.00;1;1;10;1;0;0.9802;0.9899;0.9850;0.9872
poly;10.00;1;1;10;1;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;10;1;2;0.9871;0.9726;0.9798;0.9876
poly;10.00;1;1;100;1;0;0.9802;0.9900;0.9850;0.9873
poly;10.00;1;1;100;1;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;100;1;2;0.9873;0.9726;0.9799;0.9876
poly;10.00;0.1;1;1;5;0;0.9755;0.9890;0.9822;0.9848
poly;10.00;0.1;1;1;5;1;0.9986;0.9998;0.9992;0.9996
poly;10.00;0.1;1;1;5;2;0.9858;0.9662;0.9759;0.9852
poly;10.00;0.1;1;10;3;0;0.9728;0.9915;0.9820;0.9846
poly;10.00;0.1;1;10;3;1;0.9994;0.9996;0.9995;0.9997
poly;10.00;0.1;1;10;3;2;0.9886;0.9624;0.9753;0.9849
poly;10.00;1;1;10;2;0;0.9802;0.9902;0.9852;0.9874
poly;10.00;1;1;10;2;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;10;2;2;0.9877;0.9726;0.9801;0.9878
poly;10.00;1;1;100;2;0;0.9802;0.9902;0.9852;0.9874
poly;10.00;1;1;100;2;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;1;1;100;2;2;0.9877;0.9726;0.9801;0.9878
poly;10.00;0.1;1;100;3;0;0.9728;0.9915;0.9820;0.9846
poly;10.00;0.1;1;100;3;1;0.9994;0.9996;0.9995;0.9997
poly;10.00;0.1;1;100;3;2;0.9886;0.9624;0.9753;0.9849
poly;10.00;10;1;1;1;0;0.9817;0.9874;0.9846;0.9869
poly;10.00;10;1;1;1;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;10;1;1;1;2;0.9839;0.9748;0.9794;0.9873
poly;10.00;10;1;1;2;0;0.9814;0.9885;0.9849;0.9872
poly;10.00;10;1;1;2;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;10;1;1;2;2;0.9853;0.9743;0.9798;0.9875
poly;0.10;0.1;1;10;4;0;0.9789;0.7601;0.8557;0.8914
poly;0.10;0.1;1;10;4;1;0.8001;1.0000;0.8889;0.9333
poly;0.10;0.1;1;10;4;2;0.8965;0.9776;0.9353;0.9581
poly;10.00;1;1;10;3;0;0.9752;0.9907;0.9829;0.9854
poly;10.00;1;1;10;3;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;1;1;10;3;2;0.9881;0.9657;0.9768;0.9858
poly;10.00;1;1;100;3;0;0.9750;0.9907;0.9828;0.9853
poly;10.00;1;1;100;3;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;1;1;100;3;2;0.9881;0.9655;0.9767;0.9857
poly;10.00;0.1;1;10;4;0;0.9797;0.9876;0.9836;0.9861
poly;10.00;0.1;1;10;4;1;0.9986;1.0000;0.9993;0.9996
poly;10.00;0.1;1;10;4;2;0.9840;0.9721;0.9780;0.9865
poly;10.00;0.1;1;100;4;0;0.9796;0.9876;0.9836;0.9860
poly;10.00;0.1;1;100;4;1;0.9986;0.9998;0.9992;0.9996
poly;10.00;0.1;1;100;4;2;0.9840;0.9721;0.9780;0.9865
poly;10.00;10;1;1;3;0;0.9761;0.9896;0.9828;0.9853
poly;10.00;10;1;1;3;1;0.9988;0.9998;0.9993;0.9996
poly;10.00;10;1;1;3;2;0.9866;0.9670;0.9767;0.9857
poly;10.00;1;1;10;4;0;0.9822;0.9859;0.9841;0.9865
poly;10.00;1;1;10;4;1;0.9982;1.0000;0.9991;0.9995
poly;10.00;1;1;10;4;2;0.9822;0.9755;0.9789;0.9869
poly;10.00;10;1;1;4;0;0.9840;0.9848;0.9844;0.9868
poly;10.00;10;1;1;4;1;0.9982;1.0000;0.9991;0.9995
poly;10.00;10;1;1;4;2;0.9807;0.9781;0.9794;0.9873
poly;10.00;1;1;100;4;0;0.9822;0.9859;0.9841;0.9865
poly;10.00;1;1;100;4;1;0.9982;1.0000;0.9991;0.9995
poly;10.00;1;1;100;4;2;0.9822;0.9755;0.9789;0.9869
poly;10.00;0.1;1;10;5;0;0.9754;0.9890;0.9821;0.9847
poly;10.00;0.1;1;10;5;1;0.9986;0.9998;0.9992;0.9996
poly;10.00;0.1;1;10;5;2;0.9858;0.9660;0.9758;0.9852
