kernel;c_value;gamma;precision_mean;precision_std;recall_mean;recall_std;f1_mean;f1_std;accuracy_mean;accuracy_std;data_count
poly;0.1;scale;0.9877379781420764;0.009597143139957633;0.9867699453551912;0.012647411278668844;0.9872234972677596;0.009779371344825417;0.9908789617486339;0.00676930785103576;366
poly;1.0;scale;0.9883997222222222;0.008724379118824198;0.9876180555555556;0.011321384188392998;0.9879855555555556;0.008965092453447161;0.9914219444444444;0.0062019308339684425;360
poly;10.0;scale;0.988726388888889;0.008222860197065794;0.9880366666666667;0.01039372748491322;0.9883633333333334;0.00852211542127201;0.9916888888888888;0.005898891722440718;360
